Timestamp,Fullness_Level
2024-02-07 07:38:06.749456,1.987979958663396
2024-02-08 07:38:06.749456,1.480028219274013
2024-02-09 07:38:06.749456,2.7818478632633767
2024-02-10 07:38:06.749456,1.3515984588427234
2024-02-11 07:38:06.749456,2.6091385870881436
2024-02-12 07:38:06.749456,2.1699021603494026
2024-02-13 07:38:06.749456,2.321027834016988
2024-02-14 07:38:06.749456,1.8879869144905101
2024-02-15 07:38:06.749456,2.62665553124545
2024-02-16 07:38:06.749456,2.5055142007421063
2024-02-17 07:38:06.749456,1.4825289006738847
2024-02-18 07:38:06.749456,1.4597578255772579
2024-02-19 07:38:06.749456,1.4046985707134354
2024-02-20 07:38:06.749456,1.4133552082583312
2024-02-21 07:38:06.749456,2.680713141899355
2024-02-22 07:38:06.749456,1.5661280120100323
2024-02-23 07:38:06.749456,1.491967461258726
2024-02-24 07:38:06.749456,1.1272528877655683
2024-02-25 07:38:06.749456,1.6950866105161675
2024-02-26 07:38:06.749456,1.034374100353291
2024-02-27 07:38:06.749456,2.64033578956472
2024-02-28 07:38:06.749456,2.1188363154606855
2024-02-29 07:38:06.749456,1.2182477249371213
2024-03-01 07:38:06.749456,1.286245032143002
2024-03-02 07:38:06.749456,2.548733459713937
2024-03-03 07:38:06.749456,1.394676850656886
2024-03-04 07:38:06.749456,2.956278552868878
2024-03-05 07:38:06.749456,2.751734508268613
2024-03-06 07:38:06.749456,1.6512928187344698
2024-03-07 07:38:06.749456,1.1333243541541813
2024-03-08 07:38:06.749456,1.0424987509557524
2024-03-09 07:38:06.749456,1.734008851522952
2024-03-10 07:38:06.749456,1.6730537935033933
2024-03-11 07:38:06.749456,2.305252904531107
2024-03-12 07:38:06.749456,2.0980641912538482
2024-03-13 07:38:06.749456,1.7967163532511041
2024-03-14 07:38:06.749456,2.7664634273629765
2024-03-15 07:38:06.749456,1.0311124218282393
2024-03-16 07:38:06.749456,2.3626033404984765
2024-03-17 07:38:06.749456,1.2387634116381128
2024-03-18 07:38:06.749456,2.8541230737876226
2024-03-19 07:38:06.749456,2.778733983335659
2024-03-20 07:38:06.749456,2.8052318720676848
2024-03-21 07:38:06.749456,1.3045265414103004
2024-03-22 07:38:06.749456,1.769445720358498
2024-03-23 07:38:06.749456,1.4145423485859159
2024-03-24 07:38:06.749456,1.659232743118802
2024-03-25 07:38:06.749456,1.000252901314431
2024-03-26 07:38:06.749456,1.0803714786864491
2024-03-27 07:38:06.749456,2.5367784751233
2024-03-28 07:38:06.749456,2.409467795084947
2024-03-29 07:38:06.749456,2.1450194574000747
2024-03-30 07:38:06.749456,2.3266580120080587
2024-03-31 07:38:06.749456,2.575564413946186
2024-04-01 07:38:06.749456,1.8822665058199142
2024-04-02 07:38:06.749456,1.6752265349816027
2024-04-03 07:38:06.749456,1.811486254649465
2024-04-04 07:38:06.749456,1.7113521762681578
2024-04-05 07:38:06.749456,2.3574070754626844
2024-04-06 07:38:06.749456,1.8718849806352056
2024-04-07 07:38:06.749456,2.829882954939477
2024-04-08 07:38:06.749456,2.2982587959434206
2024-04-09 07:38:06.749456,2.50949549045787
2024-04-10 07:38:06.749456,1.1513049559204998
2024-04-11 07:38:06.749456,1.0855669607240224
2024-04-12 07:38:06.749456,1.3009679833861494
2024-04-13 07:38:06.749456,2.3481607747976136
2024-04-14 07:38:06.749456,2.738273397922084
2024-04-15 07:38:06.749456,2.7013283217417303
2024-04-16 07:38:06.749456,1.28293910471009
2024-04-17 07:38:06.749456,2.3326315559943582
